0,0
0.00029311,0
0.00058622,0
0.00087934,0
0.0011724,0
0.0014656,0
0.0017587,0
0.0020518,0
0.0023449,0
0.002638,0
0.0029311,0
0.0032242,0
0.0035173,0
0.0038105,0
0.0041036,0
0.0043967,0
0.0046898,0
0.0049829,0
0.005276,0
0.0055691,0
0.0058622,0
0.0061553,0.0064573
0.0064485,0.033037
0.0067416,0.091635
0.0070347,0.19443
0.0073278,0.34652
0.0076209,0.54314
0.007914,0.77882
0.0082071,1.0481
0.0085002,1.3442
0.0087934,1.6491
0.0090865,1.9391
0.0093796,2.1905
0.0096727,2.3794
0.0099658,2.4899
0.010259,2.5272
0.010552,2.5005
0.010845,2.4187
0.011138,2.2909
0.011431,2.1257
0.011724,1.9314
0.012018,1.7164
0.012311,1.4889
0.012604,1.2573
0.012897,1.0296
0.01319,0.814
0.013483,0.61853
0.013776,0.45124
0.014069,0.3165
0.014362,0.2115
0.014656,0.13258
0.014949,0.076125
0.015242,0.038477
0.015535,0.015881
0.015828,0.0044972
0.016121,0.00048405
0.016414,0
0.016707,8.3092e-82
0.017,4.2448e-76
0.017294,7.2798e-71
0.017587,4.6625e-66
0.01788,1.2258e-61
0.018173,1.4392e-57
0.018466,8.1337e-54
0.018759,2.366e-50
0.019052,3.7617e-47
0.019345,3.449e-44
0.019638,1.914e-41
0.019932,6.7136e-39
0.020225,1.5478e-36
0.020518,2.4297e-34
0.020811,2.6808e-32
0.021104,2.14e-30
0.021397,1.2685e-28
0.02169,5.718e-27
0.021983,2.0025e-25
0.022277,5.5566e-24
0.02257,1.2436e-22
0.022863,2.2817e-21
0.023156,3.4833e-20
0.023449,4.4851e-19
0.023742,4.9316e-18
0.024035,4.6837e-17
0.024328,3.8824e-16
0.024621,2.8359e-15
0.024915,1.8415e-14
0.025208,1.0717e-13
0.025501,5.6314e-13
0.025794,2.6903e-12
0.026087,1.1759e-11
0.02638,4.7304e-11
0.026673,1.7608e-10
0.026966,6.0949e-10
0.027259,1.9711e-09
