0,0
0.00029311,0
0.00058622,0
0.00087934,0
0.0011724,0
0.0014656,0
0.0017587,0
0.0020518,0
0.0023449,0
0.002638,0
0.0029311,0
0.0032242,0
0.0035173,0
0.0038105,0
0.0041036,0
0.0043967,0
0.0046898,0
0.0049829,0
0.005276,0
0.0055691,0
0.0058622,0
0.0061553,0
0.0064485,0
0.0067416,0
0.0070347,0
0.0073278,0
0.0076209,0
0.007914,0
0.0082071,0
0.0085002,0
0.0087934,0
0.0090865,0
0.0093796,0
0.0096727,0
0.0099658,0
0.010259,0
0.010552,0
0.010845,0
0.011138,0
0.011431,0
0.011724,0
0.012018,0
0.012311,0
0.012604,0
0.012897,0
0.01319,0
0.013483,0
0.013776,0
0.014069,0
0.014362,0
0.014656,6.613e-295
0.014949,3.8213e-272
0.015242,1.6396e-251
0.015535,8.9598e-233
0.015828,9.9932e-216
0.016121,3.4387e-200
0.016414,5.2475e-186
0.016707,4.8882e-173
0.017,3.6849e-161
0.017294,2.8843e-150
0.017587,2.924e-140
0.01788,4.6714e-131
0.018173,1.4005e-122
0.018466,9.2056e-115
0.018759,1.5246e-107
0.019052,7.2052e-101
0.019345,1.0862e-94
0.019638,5.7734e-89
0.019932,1.1839e-83
0.020225,1.0157e-78
0.020518,3.9226e-74
0.020811,7.2851e-70
0.021104,6.9074e-66
0.021397,3.5297e-62
0.02169,1.0211e-58
0.021983,1.7486e-55
0.022277,1.8461e-52
0.02257,1.2469e-49
0.022863,5.5728e-47
0.023156,1.6996e-44
0.023449,3.6385e-42
0.023742,5.6098e-40
0.024035,6.3783e-38
0.024328,5.465e-36
0.024621,3.5995e-34
0.024915,1.8561e-32
0.025208,7.62e-31
0.025501,2.5295e-29
0.025794,6.8873e-28
0.026087,1.5585e-26
0.02638,2.9667e-25
0.026673,4.8045e-24
0.026966,6.6887e-23
0.027259,8.0823e-22
0.027553,8.5527e-21
0.027846,7.9916e-20
0.028139,6.6445e-19
0.028432,4.951e-18
0.028725,3.3281e-17
