0,0
0.00029311,0
0.00058622,0
0.00087934,0
0.0011724,0
0.0014656,0
0.0017587,0
0.0020518,0
0.0023449,0
0.002638,0
0.0029311,0
0.0032242,0
0.0035173,0
0.0038105,0
0.0041036,0
0.0043967,0
0.0046898,0
0.0049829,0
0.005276,0
0.0055691,0
0.0058622,0
0.0061553,0
0.0064485,0
0.0067416,0
0.0070347,0
0.0073278,0
0.0076209,0
0.007914,0
0.0082071,0
0.0085002,0
0.0087934,0
0.0090865,0
0.0093796,0
0.0096727,0
0.0099658,0
0.010259,0
0.010552,0
0.010845,0
0.011138,0
0.011431,0
0.011724,0
0.012018,0
0.012311,0
0.012604,0
0.012897,0
0.01319,0
0.013483,0
0.013776,0
0.014069,0
0.014362,0
0.014656,0
0.014949,0
0.015242,0
0.015535,0
0.015828,0
0.016121,0
0.016414,0
0.016707,0
0.017,0
0.017294,0
0.017587,0
0.01788,0
0.018173,0
0.018466,0
0.018759,0
0.019052,0
0.019345,0
0.019638,0
0.019932,0
0.020225,0
0.020518,0
0.020811,0
0.021104,0
0.021397,0
0.02169,0
0.021983,0
0.022277,0
0.02257,0
0.022863,0
0.023156,0
0.023449,0
0.023742,0
0.024035,0
0.024328,0
0.024621,0
0.024915,0
0.025208,0
0.025501,0
0.025794,0
0.026087,0
0.02638,0
0.026673,0
0.026966,0
0.027259,0
0.027553,0
0.027846,0
0.028139,0
0.028432,0
0.028725,0
0.029018,1.6282e-306
0.029311,2.9759e-294
0.029604,1.3696e-282
0.029897,1.7196e-271
0.030191,6.3453e-261
0.030484,7.3781e-251
0.030777,2.8851e-241
0.03107,4.0319e-232
0.031363,2.1317e-223
0.031656,4.497e-215
0.031949,3.979e-207
0.032242,1.5474e-199
0.032535,2.7634e-192
0.032829,2.3614e-185
0.033122,1.0036e-178
0.033415,2.1997e-172
0.033708,2.5728e-166
0.034001,1.6582e-160
0.034294,6.0693e-155
0.034587,1.298e-149
0.03488,1.6658e-144
0.035173,1.3158e-139
